Node1	Node2	PMID
Tumor necrosis factor alpha (TNF-alpha) inhibitors	rs2569190	24776844
Tumor necrosis factor alpha (TNF-alpha) inhibitors	rs610604	30653751
Tumor necrosis factor alpha (TNF-alpha) inhibitors	rs1799724	15695296;17673491;23057546;24192118;25311255;26244882;33887993
Tumor necrosis factor alpha (TNF-alpha) inhibitors	rs1799964	23057546
Tumor necrosis factor alpha (TNF-alpha) inhibitors	rs2275913	24776844
Tumor necrosis factor alpha (TNF-alpha) inhibitors	rs6927172	24776844
Tumor necrosis factor alpha (TNF-alpha) inhibitors	rs10945919	18615156
Tumor necrosis factor alpha (TNF-alpha) inhibitors	rs854547	18615156
Tumor necrosis factor alpha (TNF-alpha) inhibitors	rs854548	18615156
Tumor necrosis factor alpha (TNF-alpha) inhibitors	rs854555	18615156
Tumor necrosis factor alpha (TNF-alpha) inhibitors	rs1568885	23233654
Tumor necrosis factor alpha (TNF-alpha) inhibitors	rs1800795	22158445
Tumor necrosis factor alpha (TNF-alpha) inhibitors	rs10499563	24776844
Tumor necrosis factor alpha (TNF-alpha) inhibitors	rs20575	22480748
Tumor necrosis factor alpha (TNF-alpha) inhibitors	rs774359	18615156
Tumor necrosis factor alpha (TNF-alpha) inhibitors	rs868856	18615156
Tumor necrosis factor alpha (TNF-alpha) inhibitors	rs1554973	24776844
Tumor necrosis factor alpha (TNF-alpha) inhibitors	rs2814707	18615156
Tumor necrosis factor alpha (TNF-alpha) inhibitors	rs3849942	18615156
Tumor necrosis factor alpha (TNF-alpha) inhibitors	rs5030728	24776844
Tumor necrosis factor alpha (TNF-alpha) inhibitors	rs7046653	18615156
Tumor necrosis factor alpha (TNF-alpha) inhibitors	rs11209026	26194362
Tumor necrosis factor alpha (TNF-alpha) inhibitors	rs6941263	25896534
Tumor necrosis factor alpha (TNF-alpha) inhibitors	rs113878252	25896534
Tumor necrosis factor alpha (TNF-alpha) inhibitors	rs6065221	25896534
Tumor necrosis factor alpha (TNF-alpha) inhibitors	rs11591741	25896535
Tumor necrosis factor alpha (TNF-alpha) inhibitors	rs10782001	26194362
Tumor necrosis factor alpha (TNF-alpha) inhibitors	rs651630	26194362
Tumor necrosis factor alpha (TNF-alpha) inhibitors	rs1135216	26194362
Tumor necrosis factor alpha (TNF-alpha) inhibitors	rs2916205	27670765
Tumor necrosis factor alpha (TNF-alpha) inhibitors	rs9304742	27670765
Tumor necrosis factor alpha (TNF-alpha) inhibitors	rs11126740	27670765
Tumor necrosis factor alpha (TNF-alpha) inhibitors	rs2546890	27670765
Tumor necrosis factor alpha (TNF-alpha) inhibitors	rs96844	27670765
Tumor necrosis factor alpha (TNF-alpha) inhibitors	rs12191877	27670765
Tumor necrosis factor alpha (TNF-alpha) inhibitors	rs6908425	27670765
Tumor necrosis factor alpha (TNF-alpha) inhibitors	rs4819554	27670766
Tumor necrosis factor alpha (TNF-alpha) inhibitors	rs11541076	27698401
Tumor necrosis factor alpha (TNF-alpha) inhibitors	rs8126756	28139755
Tumor necrosis factor alpha (TNF-alpha) inhibitors	rs3212217	28139755
Tumor necrosis factor alpha (TNF-alpha) inhibitors	rs2234711	28139755
Tumor necrosis factor alpha (TNF-alpha) inhibitors	rs17250932	28139755
Tumor necrosis factor alpha (TNF-alpha) inhibitors	rs12343867	28139755
Tumor necrosis factor alpha (TNF-alpha) inhibitors	rs10754558	28139755
Tumor necrosis factor alpha (TNF-alpha) inhibitors	rs11465996	28696418
Tumor necrosis factor alpha (TNF-alpha) inhibitors	rs885814	33124499
Tumor necrosis factor alpha (TNF-alpha) inhibitors	rs1350948	33124499
Tumor necrosis factor alpha (TNF-alpha) inhibitors	rs12081765	33124499
Tumor necrosis factor alpha (TNF-alpha) inhibitors	rs17301249	33124499
Tumor necrosis factor alpha (TNF-alpha) inhibitors	rs1051792	32123296;38372728
Tumor necrosis factor alpha (TNF-alpha) inhibitors	rs2069812	36361964
Tumor necrosis factor alpha (TNF-alpha) inhibitors	rs2069885	36361964
Tumor necrosis factor alpha (TNF-alpha) inhibitors	rs1154831	38372728
rs17216177	rosuvastatin	30100615
rs1954787	Selective serotonin reuptake inhibitors	23394390
rs1954787	citalopram	17671280
rs1954787	venlafaxine	23394390
rs1954787	antidepressants	19924111;23394390;25303296
rs3761548	methotrexate	28444425
rs3761548	tacrolimus	27747372
rs1412125	Platinum compounds	24684392
zanubrutinib	rs387907272	
rs4627835	antipsychotics	26780210
urofollitropin	rs6166	10999835;21121812;30829738;37824400
rs149711321	metformin	24853734
rs7616119	duloxetine	29407288
rs1800470	rituximab	22129793
milnacipran	rs1800544	25710119
milnacipran	rs1160351	22445761
milnacipran	rs6295	18484082;25710119
milnacipran	rs1364043	18484082
milnacipran	rs10042486	18484082
raloxifene	rs1544410	15739035
raloxifene	rs8060157	23764426
raloxifene	rs1042597	27546373
raloxifene	rs10030044	23764426
raloxifene	rs11543791	27546373
rs1800591	atorvastatin	15864113
rs1800591	pravastatin	15136504
SN-38	rs4149056	18221820
SN-38	rs2741049	24897286
SN-38	rs3806598	24897286
SN-38	rs3832043	16636344;18221820;24897286
SN-38	rs4148323	12181437;16636344;17627617;18221820;24897286
SN-38	rs11692021	12181437
SN-38	rs34993780	12181437
SN-38	rs35350960	12181437
SN-38	rs72551344	12181437
SN-38	rs12720066	27845419
SN-38	rs6498588	27845419
SN-38	rs35621	27845419
rs914232	pemetrexed	24732178
rs1611259	lithium	29121268
perphenazine	rs951439	17588543
perphenazine	rs2842030	17588543
perphenazine	rs2116971	22920393
perphenazine	rs9952628	22920393
perphenazine	rs2278773	22920393
perphenazine	rs11100483	22920393
perphenazine	rs11774231	22920393
perphenazine	rs17570753	22920393
perphenazine	rs155333	
perphenazine	rs6465938	
rs6028945	Tumor necrosis factor alpha (TNF-alpha) inhibitors	18615156
rs1516338	antidepressants	25943212
rs2834826	azathioprine	27558924
rs2834826	mercaptopurine	27558924
certolizumab pegol	rs13393173	33124499
certolizumab pegol	rs1059150	26307125
certolizumab pegol	rs1264457	26307125
certolizumab pegol	rs2302489	26453102
certolizumab pegol	rs7301582	26453102
certolizumab pegol	rs885814	33124499
certolizumab pegol	rs1350948	33124499
certolizumab pegol	rs12081765	33124499
certolizumab pegol	rs17301249	33124499
rs1864729	estradiol	23518928
rs494852	mercaptopurine	24624911
rs494852	thioguanine	24624911
rs6465084	antipsychotics	25096017;25209194
rs9901675	methylphenidate	29382897
rs12422149	rosuvastatin	28627804
rs12422149	chloroquine	28975866
rs12422149	primaquine	28975866
rs12422149	simvastatin	24598718
rs12422149	tamoxifen	36373739
rs35514893	corticosteroids	30697902
rs1051660	heroin	17373729
rs8178607	warfarin	19752777
rs1663330	salbutamol	23508266
voxilaprevir	rs12979860	29107709
rs1967309	dalcetrapib	25583994;27418594
rs1056892	paclitaxel	28763429
rs1056892	trastuzumab	28763429
rs646776	hmg coa reductase inhibitors	25350695
rs2228622	clozapine	19884611
rs2228622	olanzapine	19884611
rs2228622	risperidone	19884611
rs4646458	tacrolimus	21047202
tiotropium	rs1042713	19183167
rs7625907	ritodrine	32371615
rs246240	corticosteroids	26644204
rs246240	antineoplastic agents	26644204
omega-3 polyunsaturated fatty acids	rs20417	15150618
rs1128397	clozapine	20116071
rs9901673	methylphenidate	29382897
rs689466	celecoxib	29066864
rs72728438	fluorouracil	23588312
rs1334802	antipsychotics	27272046
rs10052957	prednisone	29207898
rs7787082	amitriptyline	18215618
rs7787082	citalopram	18215618
rs7787082	clozapine	22722500
rs7787082	paroxetine	18215618
rs7787082	venlafaxine	18215618
rs7301582	adalimumab	26453102
rs7301582	certolizumab pegol	26453102
rs7301582	etanercept	26453102
rs7301582	methotrexate	26453102
rs7301582	glucocorticoids	26453102
rs7301582	infliximab	26453102
rs2233302	daunorubicin	26230641
rs2233302	doxorubicin	26230641
rs11191561	didanosine	23315321
rs10757274	Antiinflammatory agents, non-steroids	20538124
rs8192924	capecitabine	18473752
rs1058932	carboplatin	31616045
rs1058932	clopidogrel	32077582
rs1058932	gemcitabine	31616045
rs2010963	sunitinib	22948895;23511629;27175586
rs2010963	ranibizumab	23953100
rs2010963	pegaptanib	23953100
rs2010963	pazopanib	21576632;27175586
rs2010963	sorafenib	24510746;26830973
rs10538494	docetaxel	24193570
rs4917639	warfarin	18535201;18574025;25126975
rs1990040	heroin	24498053
rs2030324	methadone	18182069
rs10030044	raloxifene	23764426
rs10030044	tamoxifen	23764426
rs1350948	adalimumab	33124499
rs1350948	Tumor necrosis factor alpha (TNF-alpha) inhibitors	33124499
rs1350948	certolizumab pegol	33124499
rs1350948	etanercept	33124499
rs1350948	infliximab	33124499
rs62576288	docetaxel	24193570
rs3821353	methotrexate	22450926;27676277
rs221903	diuretics	23753411
rs221903	Thiazides, plain	23753411
rs221903	hydrochlorothiazide	23753411
rs168351	cyclophosphamide	23999597
rs168351	doxorubicin	23999597
rs244076	methotrexate	19902562
rs1384401	opioids	33589790
rs6269	butorphanol	31806881
rs6269	propranolol	20216107
rs6269	quetiapine	26282453
rs6269	opioids	24533707
rs6473187	cyclophosphamide	24599932
rs6473187	epirubicin	24599932
rs6473187	paclitaxel	24599932
rs72552713	pazopanib	25695485
rs72552713	sulfasalazine	25872459
rs1992647	Selective serotonin reuptake inhibitors	23394390
rs1992647	venlafaxine	23394390
rs1992647	antidepressants	23394390
rs165599	bupropion	16876132
rs165599	risperidone	19451915
rs2336219	cisplatin	32173978
rs121964923	capecitabine	25915935
rs140114515	capecitabine	
rs13169373	buprenorphine	34488071
rs61361928	ticagrelor	25935875
rs181297724	voriconazole	30464555
rs181297724	fluoxetine	21692664;28494448
rs181297724	fluvoxamine	21692664
rs181297724	ketoconazole	21692664
rs181297724	methadone	27199033
rs181297724	omeprazole	21692664
rs181297724	sertraline	21692664
rs181297724	ticlopidine	21692664
rs58871670	bupropion	38596098
rs58871670	efavirenz	38596098
rs1541333	nicotine	24667010
rs183105782	fluorouracil	24648345
rs7196161	warfarin	17015052;21383771;24019055;25519826;29986700
rs4638843	cisplatin	25829401
rs4638843	doxorubicin	25829401
rs1851426	tacrolimus	22108237
rs9904341	methotrexate	26651826
rs2032582	aripiprazole	28719598
rs2032582	anthracyclines and related substances	18836089
rs2032582	erlotinib	22462752
rs2032582	taxanes	19203783
rs2032582	platinum	19203783
rs2032582	Platinum compounds	19203783;22761669
rs2032582	dicloxacillin	18576903
rs2032582	liothyronine	21449676
rs2032582	dabigatran	27893182
rs2032582	crizotinib	27270784
rs2032582	trabectedin	24024892
rs2032582	cabazitaxel	27020167
rs2032582	abemaciclib	35527301
rs2032582	(R)-methadone	34482033
rs2032582	iguratimod	29517409
rs2032582	amlodipine	16869811
rs2032582	azithromycin	19904007
rs2032582	capecitabine	21142915
rs2032582	clomipramine	21449676
rs2032582	epirubicin	24599932
rs2032582	etoposide	20938465
rs2032582	fexofenadine	11503014
rs2032582	idarubicin	16331627;20938465;25558979;25567217
rs2032582	irinotecan	24018773
rs2032582	lamivudine	23372834
rs2032582	levofloxacin	23616064
rs2032582	lithium	21449676
rs2032582	methylphenidate	23771192
rs2032582	mitoxantrone	20938465
rs2032582	modafinil	26757307
rs2032582	nefazodone	21449676
rs2032582	ondansetron	20707787;25012726
rs2032582	verapamil	19740397
rs2032582	zidovudine	23372834
rs1379357	antipsychotics	16734940
rs61734410	ethosuximide	28165634
rs7772821	corticosteroids	25919112
rs10033464	antiarrhythmics, class i and iii	22726630
rs61667602	ethanol	
rs4961	bumetanide	20877298
rs4961	furosemide	20877298;21692745
rs4961	spironolactone	21692745
rs4961	torasemide	20877298
rs6928499	opioids	33589790
rs118192176	desflurane	10484775;11575529;11668625;12059893;12411786;12709367;15448513;16163667;16244001;16917943;17710899;19191333;19648156;20681998;21455645;23558838;24433488;25466363;25735680;25989378;9497245
rs118192176	volatile anesthetics	16244001
rs118192176	caffeine	16163667;9497245
rs118192176	enflurane	10484775;11575529;11668625;12059893;12411786;12709367;15448513;16163667;16244001;16917943;17710899;19191333;19648156;20681998;21455645;23558838;24433488;25466363;25735680;25989378;9497245
rs118192176	halothane	10484775;11575529;11668625;12059893;12411786;12709367;15448513;16163667;16244001;16917943;17710899;19191333;19648156;20681998;21455645;23558838;24433488;25466363;25735680;25989378;9497245
rs118192176	isoflurane	10484775;11575529;11668625;12059893;12411786;12709367;15448513;16163667;16244001;16917943;17710899;19191333;19648156;20681998;21455645;23558838;24433488;25466363;25735680;25989378;9497245
rs118192176	methoxyflurane	10484775;11575529;11668625;12059893;12411786;12709367;15448513;16163667;16244001;16917943;17710899;19191333;19648156;20681998;21455645;23558838;24433488;25466363;25735680;25989378;9497245
rs118192176	sevoflurane	10484775;11575529;11668625;12059893;12411786;12709367;15448513;16163667;16244001;16917943;17710899;19191333;19648156;20681998;21455645;23558838;24433488;25466363;25735680;25989378;9497245
rs118192176	succinylcholine	10484775;11575529;11668625;12059893;12411786;12709367;15448513;16163667;16244001;16917943;17710899;19191333;19648156;20681998;21455645;23558838;24433488;25466363;25735680;25989378;9497245
rs2236599	hydroxyurea	31393228
rs187713395	fluorouracil	29327356
sotorasib	rs121913530	
rs75193786	carbocisteine	19036622
rs11600347	hydrochlorothiazide	22907731
rs117458836	fluorouracil	29593529
rs117458836	epirubicin	29593529
rs111869995	nicotine	34476898
rs11545078	pemetrexed	24732178
Drugs For Obstructive Airway Diseases	rs1042714	30334910
rs2470893	caffeine	21490707
rs7572857	aspirin	21072201
rs25487	platinum	19362955;28743242
rs25487	carboplatin	16875718
rs25487	doxorubicin	29507678
rs25487	azacitidine	29205204
rs1052536	carboplatin	36988399
rs1052536	paclitaxel	36988399
rs11881222	peginterferon alfa-2a	19749757;21346780;22328925;23281610
rs11881222	peginterferon alfa-2b	19749757;21346780;22328925;23281610
rs11881222	ribavirin	19749757;21346780;22328925;23281610
rs11030918	Platinum compounds	22134350
rs11030918	ara-CTP	30088438
rs11795343	radiotherapy	25054431
rs3732219	anastrozole	23371966
celecoxib	rs689466	29066864
celecoxib	rs7518660	23778325
celecoxib	rs17878459	21692664
celecoxib	rs11078659	23778325
celecoxib	rs4133101	23778325
celecoxib	rs2302821	23778325
celecoxib	rs3842787	16401468
rs1346563	sorafenib	35484400
ropeginterferon alfa-2b	rs77375493	
rs11122576	amlodipine	25278896
rs11122576	chlorthalidone	25278896
rs11122576	lisinopril	25278896
rs989692	Ace Inhibitors, Plain	23838604
rs151291296	sacubitril	28838926
rs151291296	clopidogrel	28838926
rs151291296	enalapril	28838926
rs244898	cisplatin	27150640
tipifarnib	rs1128503	15122075
rs12343867	Tumor necrosis factor alpha (TNF-alpha) inhibitors	28139755
rs76088846	bufuralol	26310775
rs76088846	dextromethorphan	26310775
emtricitabine	rs2273897	30767719
rs36217263	Beta Blocking Agents	31350855
rs7975232	peginterferon alfa-2a	28453395
rs7975232	deferasirox	29099735
rs75519181	omeprazole	15860653
rs75519181	xenobiotics	15860653
rs11644322	gemcitabine	22142827
rs4105144	3-hydroxycotinine	31796940
nitrendipine	rs2238032	16610939
nitrendipine	rs5186	8952600
nitrendipine	rs1137617	23613831
rs1187513719	mephenytoin	30745309
rs10517	imatinib	30237583
rs10517	warfarin	26257249;27740732
drospirenone / ethinyl estradiol	rs6025	
rs201045130	fluorouracil	26906009
rs201045130	cladribine	26906009
rs201045130	gemcitabine	26906009
rs9886152	aspirin	30694883
rs1979277	bevacizumab	22044939
rs1979277	irinotecan	22044939
rs1979277	leucovorin	22044939
rs61973267	azathioprine	34751173
rs72549303	fluorouracil	10071185;24648345;9439663
rs72549303	capecitabine	
rs72549303	tegafur	
rs201820739	succinylcholine	33774263
rs10841661	irinotecan	19696792
rs1871450	docetaxel	20038957
rs1871450	thalidomide	20038957
rs362306	risperidone	28696411
rs28371686	phenytoin	16220110
rs28371686	warfarin	19387626;20072124;21228733;27121899;28685643;35108398
rs3093726	abacavir	16998491
dolutegravir	rs2472677	32011683
dolutegravir	rs2231142	28858994;32011683
rs11030104	antipsychotics	23433505
rs12948783	fentanyl	21622719
rs12948783	morphine	21622719
rs12948783	oxycodone	21622719;27472837
rs12948783	opioids	21622719;27472837
rs4877900	methadone	23651024
rs4680	Analgesics	25096645
rs4680	Antiinflammatory agents, non-steroids	25096645
rs4680	Drugs used in nicotine dependence	26555332
rs4680	Ergot alkaloids	25096645
rs4680	entacapone	21280081
rs4680	rasagiline	36297437
rs4680	fremanezumab	38071464
rs4680	galcanezumab	38071464
rs4680	erenumab	38071464
rs4680	bupropion	32459054
rs4680	fluvoxamine	20619611
rs4680	glucose	25048416
rs4680	haloperidol	23963056
rs4680	mercaptopurine	32265697
rs4680	naloxone	35710811
rs4680	paroxetine	18989660
rs4680	propranolol	20216107;33030089
